Longitude_rel_cm,Latitude_rel_cm,start_depth,Sulfate,observed,dist_to_nearest,coords_of_nearest
15,55,0,11.157994026752787,0,125.0,"(140, 55, 0)"
15,55,1,11.143268021978075,0,125.0,"(140, 55, 1)"
15,55,2,11.03272205562804,0,125.0,"(140, 55, 2)"
15,55,3,10.92464639020203,0,125.00399993600205,"(140, 55, 2)"
15,55,4,10.975579393305512,0,125.01599897613104,"(140, 55, 2)"
15,55,5,10.923014915184206,0,125.03599481749245,"(140, 55, 2)"
15,55,6,10.852670574855349,0,125.06398362438324,"(140, 55, 2)"
15,55,7,10.852670574855349,0,125.09996003196804,"(140, 55, 2)"
15,55,8,10.831944956593729,0,125.14391715141412,"(140, 55, 2)"
15,55,9,10.740806033403016,0,125.19584657647394,"(140, 55, 2)"
15,55,10,10.67440570398651,0,125.25573839150046,"(140, 55, 2)"
15,55,11,10.594752272727339,0,125.32358118087753,"(140, 55, 2)"
15,55,12,10.485978520657541,0,125.39936203984452,"(140, 55, 2)"
15,55,13,10.379117804766311,0,125.4830665866913,"(140, 55, 2)"
15,60,0,11.083072546881866,0,125.0,"(15, 185, 0)"
15,60,1,11.0282306221102,0,125.0,"(15, 185, 1)"
15,60,2,10.880467224979393,0,125.0,"(15, 185, 2)"
15,60,3,10.902279236610806,0,125.0,"(15, 185, 3)"
15,60,4,10.861096194379495,0,125.0,"(15, 185, 4)"
15,60,5,10.735322057120905,0,125.0,"(15, 185, 5)"
15,60,6,10.641795400308032,0,125.0,"(15, 185, 6)"
15,60,7,10.572958237327295,0,125.0,"(15, 185, 7)"
15,60,8,10.523225086772188,0,125.0,"(15, 185, 8)"
15,60,9,10.437190264283046,0,125.0,"(15, 185, 9)"
15,60,10,10.361307043650893,0,125.0,"(15, 185, 10)"
15,60,11,10.340472949495041,0,125.0,"(15, 185, 11)"
15,60,12,10.236978327075589,0,125.0,"(15, 185, 12)"
15,60,13,10.213871849462429,0,125.0,"(15, 185, 13)"
15,65,0,11.039877817493752,0,120.0,"(15, 185, 0)"
