Serial_Number,Location,Region,Site,Core,Dive,Cylinder,Notes,Replicate,Amendment,Horizon,start_depth,final_depth,auv_depth,Heading,Latitude_deg,Longitude_deg,Latitude_rel_deg,Longitude_rel_deg,Latitude_rel_cm,Longitude_rel_cm,Ph,Sodium,Ammonium,Potassium,Magnesium,Calcium,Fluoride,Lactate_Area,Acetate,Chloride,Bromide,Nitrate,Carbonate,Sulfate,Thiosulfate,Fumarate_Area
14226,SMB,Santa Monica Mound 800,injector cores site 2,IC1,DR1251,IC1_DR1251,label_15N,"full geochem, spun",413.7409,1_2,1,2,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,1,0.252,11.4144,53.6729,9.2153,0.0107,0.0031,,474.9371,1.382,0.0355,0.4847,17.5626,0.2144,0.0296,
14227,SMB,Santa Monica Mound 800,injector cores site 2,IC1,DR1251,IC1_DR1251,label_15N,"full geochem, spun",411.3186,2_3,2,3,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,1,0.3026,11.1687,52.4366,8.6348,0.0112,,,465.6035,1.6816,0.0493,0.5,15.5284,0.3831,0.0519,
14228,SMB,Santa Monica Mound 800,injector cores site 2,IC1,DR1251,IC1_DR1251,label_15N,"full geochem, spun",411.1889,3_4,3,4,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,1,0.3445,11.0798,51.6978,7.5327,0.0114,,0.0068,468.9647,1.8571,,0.6248,9.7854,0.4703,0.0634,
14229,SMB,Santa Monica Mound 800,injector cores site 2,IC1,DR1251,IC1_DR1251,label_15N,"full geochem, spun",421.513,4_5,4,5,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,1,0.2813,11.6515,52.5892,6.6364,0.0148,0.004,,486.7942,1.732,0.0308,0.5776,7.857,0.8402,0.069,
14230,SMB,Santa Monica Mound 800,injector cores site 2,IC1,DR1251,IC1_DR1251,label_15N,"full geochem, spun",418.5967,5_6,5,6,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,1,0.2181,12.0999,52.6539,5.8277,0.0189,,,488.295,1.0658,,0.5856,4.8879,1.2784,0.0562,
14231,SMB,Santa Monica Mound 800,injector cores site 2,IC1,DR1251,IC1_DR1251,label_15N,"full geochem, spun",352.9757,6_9,6,7,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,1,0.2033,10.1331,44.8639,5.7241,0.0069,,,385.8742,0.695,,0.7038,2.7722,0.3803,0.0361,
14231,SMB,Santa Monica Mound 800,injector cores site 2,IC1,DR1251,IC1_DR1251,label_15N,"full geochem, spun",352.9757,6_9,7,8,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,1,0.2033,10.1331,44.8639,5.7241,0.0069,,,385.8742,0.695,,0.7038,2.7722,0.3803,0.0361,
14231,SMB,Santa Monica Mound 800,injector cores site 2,IC1,DR1251,IC1_DR1251,label_15N,"full geochem, spun",352.9757,6_9,8,9,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,1,0.2033,10.1331,44.8639,5.7241,0.0069,,,385.8742,0.695,,0.7038,2.7722,0.3803,0.0361,
14232,SMB,Santa Monica Mound 800,injector cores site 2,IC1,DR1251,IC1_DR1251,label_15N,"full geochem, spun",417.7421,9_12,9,10,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,1,0.212,12.1846,54.4366,6.8582,0.0064,,,480.3889,0.8277,,0.8226,2.8707,0.5147,0.0273,
14232,SMB,Santa Monica Mound 800,injector cores site 2,IC1,DR1251,IC1_DR1251,label_15N,"full geochem, spun",417.7421,9_12,10,11,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,1,0.212,12.1846,54.4366,6.8582,0.0064,,,480.3889,0.8277,,0.8226,2.8707,0.5147,0.0273,
14232,SMB,Santa Monica Mound 800,injector cores site 2,IC1,DR1251,IC1_DR1251,label_15N,"full geochem, spun",417.7421,9_12,11,12,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,1,0.212,12.1846,54.4366,6.8582,0.0064,,,480.3889,0.8277,,0.8226,2.8707,0.5147,0.0273,
14233,SMB,Santa Monica Mound 800,injector cores site 2,IC1,DR1251,IC1_DR1251,label_15N,"full geochem, spun",414.8241,12_15,12,13,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,1,0.212,12.1393,51.9793,5.5903,0.0163,,,473.847,0.8208,,0.6884,2.399,1.3881,0.0992,
14233,SMB,Santa Monica Mound 800,injector cores site 2,IC1,DR1251,IC1_DR1251,label_15N,"full geochem, spun",414.8241,12_15,13,14,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,1,0.212,12.1393,51.9793,5.5903,0.0163,,,473.847,0.8208,,0.6884,2.399,1.3881,0.0992,
14233,SMB,Santa Monica Mound 800,injector cores site 2,IC1,DR1251,IC1_DR1251,label_15N,"full geochem, spun",414.8241,12_15,14,15,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,1,0.212,12.1393,51.9793,5.5903,0.0163,,,473.847,0.8208,,0.6884,2.399,1.3881,0.0992,
14234,SMB,Santa Monica Mound 800,injector cores site 2,IC1,DR1251,IC1_DR1251,label_15N,"full geochem, spun",419.6646,15_18,15,16,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,1,0.1983,12.4916,51.7838,4.866,0.0207,,,484.8561,0.8382,,0.6204,2.2122,1.7943,0.0694,
14234,SMB,Santa Monica Mound 800,injector cores site 2,IC1,DR1251,IC1_DR1251,label_15N,"full geochem, spun",419.6646,15_18,16,17,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,1,0.1983,12.4916,51.7838,4.866,0.0207,,,484.8561,0.8382,,0.6204,2.2122,1.7943,0.0694,
14234,SMB,Santa Monica Mound 800,injector cores site 2,IC1,DR1251,IC1_DR1251,label_15N,"full geochem, spun",419.6646,15_18,17,18,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,1,0.1983,12.4916,51.7838,4.866,0.0207,,,484.8561,0.8382,,0.6204,2.2122,1.7943,0.0694,
14236,SMB,Santa Monica Mound 800,injector cores site 2,IC2,DR1251,IC2_DR1251,full geochem,2,label_15N,0_1,0,1,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.9,409.8763,0.4049,10.8059,53.4635,8.9503,0.0117,,0.0739,469.1117,1.3459,0.1002,0.4902,17.5815,0.189,0.0227
14237,SMB,Santa Monica Mound 800,injector cores site 2,IC2,DR1251,IC2_DR1251,full geochem,2,label_15N,1_2,1,2,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,411.6837,0.3048,10.9128,53.4622,7.5771,0.0115,,,472.1217,1.4974,,0.6106,10.6599,0.2442,0.0297
14238,SMB,Santa Monica Mound 800,injector cores site 2,IC2,DR1251,IC2_DR1251,full geochem,2,label_15N,2_3,2,3,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.8,407.1561,0.3006,10.8469,53.1359,7.1075,0.0107,,,467.6936,1.4442,0.0282,0.645,8.8025,0.2732,0.0291
14239,SMB,Santa Monica Mound 800,injector cores site 2,IC2,DR1251,IC2_DR1251,full geochem,2,label_15N,3_4,3,4,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,412.7891,0.3769,10.7952,51.9006,6.3126,0.0113,,0.0012,472.4375,1.9387,,0.6834,5.5984,0.382,0.0407
14240,SMB,Santa Monica Mound 800,injector cores site 2,IC2,DR1251,IC2_DR1251,full geochem,2,label_15N,4_5,4,5,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.9,413.3778,0.3502,10.9426,52.0939,6.2961,0.0096,0.0019,,470.4182,1.847,0.0269,0.7039,5.2794,0.3363,0.0323
14241,SMB,Santa Monica Mound 800,injector cores site 2,IC2,DR1251,IC2_DR1251,full geochem,2,label_15N,5_6,5,6,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,411.549,0.3208,10.9045,52.4716,6.1143,0.0097,0.0014,,471.7674,1.6876,,0.7124,4.4467,0.4723,0.0511
14242,SMB,Santa Monica Mound 800,injector cores site 2,IC2,DR1251,IC2_DR1251,full geochem,2,label_15N,6_9,6,7,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,412.8457,0.2721,11.2908,54.2378,6.1742,0.0123,,0.0274,470.8078,0.986,0.0285,0.7866,3.2251,0.3734,0.04
14242,SMB,Santa Monica Mound 800,injector cores site 2,IC2,DR1251,IC2_DR1251,full geochem,2,label_15N,6_9,7,8,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,412.8457,0.2721,11.2908,54.2378,6.1742,0.0123,,0.0274,470.8078,0.986,0.0285,0.7866,3.2251,0.3734,0.04
14242,SMB,Santa Monica Mound 800,injector cores site 2,IC2,DR1251,IC2_DR1251,full geochem,2,label_15N,6_9,8,9,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,412.8457,0.2721,11.2908,54.2378,6.1742,0.0123,,0.0274,470.8078,0.986,0.0285,0.7866,3.2251,0.3734,0.04
14243,SMB,Santa Monica Mound 800,injector cores site 2,IC2,DR1251,IC2_DR1251,full geochem,2,label_15N,9_12,9,10,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,413.3287,0.2111,11.3021,54.3007,6.0808,0.0133,,,474.2715,0.8239,,0.7781,3.426,0.6415,0.0752
14243,SMB,Santa Monica Mound 800,injector cores site 2,IC2,DR1251,IC2_DR1251,full geochem,2,label_15N,9_12,10,11,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,413.3287,0.2111,11.3021,54.3007,6.0808,0.0133,,,474.2715,0.8239,,0.7781,3.426,0.6415,0.0752
14243,SMB,Santa Monica Mound 800,injector cores site 2,IC2,DR1251,IC2_DR1251,full geochem,2,label_15N,9_12,11,12,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,413.3287,0.2111,11.3021,54.3007,6.0808,0.0133,,,474.2715,0.8239,,0.7781,3.426,0.6415,0.0752
14244,SMB,Santa Monica Mound 800,injector cores site 2,IC2,DR1251,IC2_DR1251,full geochem,2,label_15N,12_15,12,13,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,414.6916,0.2025,11.3737,54.382,6.0093,0.0132,,,475.1421,0.8206,,0.7904,2.6661,0.4437,0.0494
14244,SMB,Santa Monica Mound 800,injector cores site 2,IC2,DR1251,IC2_DR1251,full geochem,2,label_15N,12_15,13,14,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,414.6916,0.2025,11.3737,54.382,6.0093,0.0132,,,475.1421,0.8206,,0.7904,2.6661,0.4437,0.0494
14244,SMB,Santa Monica Mound 800,injector cores site 2,IC2,DR1251,IC2_DR1251,full geochem,2,label_15N,12_15,14,15,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,414.6916,0.2025,11.3737,54.382,6.0093,0.0132,,,475.1421,0.8206,,0.7904,2.6661,0.4437,0.0494
14245,SMB,Santa Monica Mound 800,injector cores site 2,IC2,DR1251,IC2_DR1251,full geochem,2,label_15N,15_18,15,16,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.9,409.6621,0.1957,11.2581,53.8794,5.8332,0.0092,0.0028,,469.2306,0.8072,0.0295,0.7536,3.3035,0.7671,0.0761
14245,SMB,Santa Monica Mound 800,injector cores site 2,IC2,DR1251,IC2_DR1251,full geochem,2,label_15N,15_18,16,17,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.9,409.6621,0.1957,11.2581,53.8794,5.8332,0.0092,0.0028,,469.2306,0.8072,0.0295,0.7536,3.3035,0.7671,0.0761
14245,SMB,Santa Monica Mound 800,injector cores site 2,IC2,DR1251,IC2_DR1251,full geochem,2,label_15N,15_18,17,18,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.9,409.6621,0.1957,11.2581,53.8794,5.8332,0.0092,0.0028,,469.2306,0.8072,0.0295,0.7536,3.3035,0.7671,0.0761
14287,SMB,Santa Monica Mound 800,injector cores site 2,IC13,DR1251,IC13_DR1251,full geochem,1,13C-MeOH_15N,0_1,0,1,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.9,401.2912,0.2624,10.2804,53.011,9.2085,0.0095,,,451.3766,1.413,0.1165,0.438,19.477,0.1292,0.0218
14288,SMB,Santa Monica Mound 800,injector cores site 2,IC13,DR1251,IC13_DR1251,full geochem,1,13C-MeOH_15N,1_2,1,2,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.8,410.3021,0.2993,10.7841,53.5855,6.8508,0.0107,,0.0013,466.41,1.5822,0.0291,0.6168,10.6006,0.2437,0.025
14289,SMB,Santa Monica Mound 800,injector cores site 2,IC13,DR1251,IC13_DR1251,full geochem,1,13C-MeOH_15N,2_3,2,3,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.8,410.2196,0.341,10.6155,53.4074,6.7762,0.0098,,,465.6628,1.6717,0.028,0.658,8.9184,0.3072,0.0093
14290,SMB,Santa Monica Mound 800,injector cores site 2,IC13,DR1251,IC13_DR1251,full geochem,1,13C-MeOH_15N,3_4,3,4,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.9,410.8034,0.3014,10.8631,53.474,5.9196,0.0095,0.002,,466.7733,1.5015,,0.7225,4.5549,0.4529,0.0418
14291,SMB,Santa Monica Mound 800,injector cores site 2,IC13,DR1251,IC13_DR1251,full geochem,1,13C-MeOH_15N,4_5,4,5,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.8,412.1509,0.2857,10.8477,53.0013,5.9779,0.0181,,,465.886,1.5641,,0.7253,4.3896,0.4563,0.0517
14292,SMB,Santa Monica Mound 800,injector cores site 2,IC13,DR1251,IC13_DR1251,full geochem,1,13C-MeOH_15N,5_6,5,6,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.9,414.5135,0.2288,11.3654,54.5438,5.7263,0.0195,,,476.3747,0.9881,0.0296,0.7355,3.6204,0.655,0.0709
14293,SMB,Santa Monica Mound 800,injector cores site 2,IC13,DR1251,IC13_DR1251,full geochem,1,13C-MeOH_15N,6_9,6,7,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,414.2874,0.214,11.1513,55.25,5.8742,0.0143,,,475.1589,0.832,,0.7792,2.8722,0.4521,0.0529
14293,SMB,Santa Monica Mound 800,injector cores site 2,IC13,DR1251,IC13_DR1251,full geochem,1,13C-MeOH_15N,6_9,7,8,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,414.2874,0.214,11.1513,55.25,5.8742,0.0143,,,475.1589,0.832,,0.7792,2.8722,0.4521,0.0529
14293,SMB,Santa Monica Mound 800,injector cores site 2,IC13,DR1251,IC13_DR1251,full geochem,1,13C-MeOH_15N,6_9,8,9,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,414.2874,0.214,11.1513,55.25,5.8742,0.0143,,,475.1589,0.832,,0.7792,2.8722,0.4521,0.0529
14294,SMB,Santa Monica Mound 800,injector cores site 2,IC13,DR1251,IC13_DR1251,full geochem,1,13C-MeOH_15N,9_12,9,10,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,412.2534,0.2165,11.1547,54.7995,5.8061,0.0132,,,471.6582,0.8196,,0.7946,2.1525,0.4273,0.0559
14294,SMB,Santa Monica Mound 800,injector cores site 2,IC13,DR1251,IC13_DR1251,full geochem,1,13C-MeOH_15N,9_12,10,11,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,412.2534,0.2165,11.1547,54.7995,5.8061,0.0132,,,471.6582,0.8196,,0.7946,2.1525,0.4273,0.0559
14294,SMB,Santa Monica Mound 800,injector cores site 2,IC13,DR1251,IC13_DR1251,full geochem,1,13C-MeOH_15N,9_12,11,12,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,412.2534,0.2165,11.1547,54.7995,5.8061,0.0132,,,471.6582,0.8196,,0.7946,2.1525,0.4273,0.0559
14295,SMB,Santa Monica Mound 800,injector cores site 2,IC13,DR1251,IC13_DR1251,full geochem,1,13C-MeOH_15N,12_15,12,13,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.9,413.3586,0.2099,11.2277,54.6498,5.8657,0.0119,0.0041,,472.1704,0.8106,,0.7862,2.1622,0.5211,0.0719
14295,SMB,Santa Monica Mound 800,injector cores site 2,IC13,DR1251,IC13_DR1251,full geochem,1,13C-MeOH_15N,12_15,13,14,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.9,413.3586,0.2099,11.2277,54.6498,5.8657,0.0119,0.0041,,472.1704,0.8106,,0.7862,2.1622,0.5211,0.0719
14295,SMB,Santa Monica Mound 800,injector cores site 2,IC13,DR1251,IC13_DR1251,full geochem,1,13C-MeOH_15N,12_15,14,15,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.9,413.3586,0.2099,11.2277,54.6498,5.8657,0.0119,0.0041,,472.1704,0.8106,,0.7862,2.1622,0.5211,0.0719
14296,SMB,Santa Monica Mound 800,injector cores site 2,IC13,DR1251,IC13_DR1251,full geochem,1,13C-MeOH_15N,15_18,15,16,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.8,414.4141,0.2019,11.3383,54.7425,5.7956,0.0109,0.0028,,472.8997,0.8111,,0.8002,2.5183,0.4519,0.0632
14296,SMB,Santa Monica Mound 800,injector cores site 2,IC13,DR1251,IC13_DR1251,full geochem,1,13C-MeOH_15N,15_18,16,17,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.8,414.4141,0.2019,11.3383,54.7425,5.7956,0.0109,0.0028,,472.8997,0.8111,,0.8002,2.5183,0.4519,0.0632
14296,SMB,Santa Monica Mound 800,injector cores site 2,IC13,DR1251,IC13_DR1251,full geochem,1,13C-MeOH_15N,15_18,17,18,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.8,414.4141,0.2019,11.3383,54.7425,5.7956,0.0109,0.0028,,472.8997,0.8111,,0.8002,2.5183,0.4519,0.0632
14397,SMB,Santa Monica Mound 800,injector cores site 2,IC53,DR1251,IC53_DR1251,full geochem,1,13C-glucose_15N,0_1,0,1,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,395.1948,0.2384,10.0019,51.9828,7.9554,0.0088,,0.0124,442.6644,1.1588,0.0294,0.5264,15.4209,0.13,0.0248
14398,SMB,Santa Monica Mound 800,injector cores site 2,IC53,DR1251,IC53_DR1251,full geochem,1,13C-glucose_15N,1_2,1,2,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,411.5632,0.2986,10.8077,54.5046,7.0656,0.0407,,0.0296,468.7611,1.3135,0.0396,0.5409,11.9352,0.9648,0.0507
14399,SMB,Santa Monica Mound 800,injector cores site 2,IC53,DR1251,IC53_DR1251,full geochem,1,13C-glucose_15N,2_3,2,3,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,410.2481,0.2996,10.7463,53.3061,6.2328,0.0105,,0.0251,466.7605,1.629,0.0499,0.6415,7.6185,0.3861,0.0558
14400,SMB,Santa Monica Mound 800,injector cores site 2,IC53,DR1251,IC53_DR1251,full geochem,1,13C-glucose_15N,3_4,3,4,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,409.9822,0.3553,10.291,51.0215,5.6476,0.0086,,0.0026,461.7725,2.2126,,0.6628,5.5505,0.4709,0.0696
14401,SMB,Santa Monica Mound 800,injector cores site 2,IC53,DR1251,IC53_DR1251,full geochem,1,13C-glucose_15N,4_5,4,5,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,300.0564,6.011,10.5299,50.8884,5.3992,0.0065,,0.0219,464.9381,1.9009,0.033,0.4839,13.8913,0.6776,
14402,SMB,Santa Monica Mound 800,injector cores site 2,IC53,DR1251,IC53_DR1251,full geochem,1,13C-glucose_15N,5_6,5,6,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.3,410.3584,0.2978,10.7377,52.7288,5.4743,0.0126,,0.0057,464.1412,1.7753,,0.7038,3.4744,0.6176,0.0854
14403,SMB,Santa Monica Mound 800,injector cores site 2,IC53,DR1251,IC53_DR1251,full geochem,1,13C-glucose_15N,6_9,6,7,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,409.9722,0.2585,11.007,54.0122,5.4255,0.0129,,0.006,466.2154,1.2421,,0.7458,2.5742,0.4459,0.0592
14403,SMB,Santa Monica Mound 800,injector cores site 2,IC53,DR1251,IC53_DR1251,full geochem,1,13C-glucose_15N,6_9,7,8,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,409.9722,0.2585,11.007,54.0122,5.4255,0.0129,,0.006,466.2154,1.2421,,0.7458,2.5742,0.4459,0.0592
14403,SMB,Santa Monica Mound 800,injector cores site 2,IC53,DR1251,IC53_DR1251,full geochem,1,13C-glucose_15N,6_9,8,9,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,409.9722,0.2585,11.007,54.0122,5.4255,0.0129,,0.006,466.2154,1.2421,,0.7458,2.5742,0.4459,0.0592
14404,SMB,Santa Monica Mound 800,injector cores site 2,IC53,DR1251,IC53_DR1251,full geochem,1,13C-glucose_15N,9_12,9,10,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,411.9436,0.1917,11.1095,54.5646,5.5746,0.0096,,,468.8403,0.8235,,0.7415,2.6796,0.5519,0.0624
14404,SMB,Santa Monica Mound 800,injector cores site 2,IC53,DR1251,IC53_DR1251,full geochem,1,13C-glucose_15N,9_12,10,11,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,411.9436,0.1917,11.1095,54.5646,5.5746,0.0096,,,468.8403,0.8235,,0.7415,2.6796,0.5519,0.0624
14404,SMB,Santa Monica Mound 800,injector cores site 2,IC53,DR1251,IC53_DR1251,full geochem,1,13C-glucose_15N,9_12,11,12,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,411.9436,0.1917,11.1095,54.5646,5.5746,0.0096,,,468.8403,0.8235,,0.7415,2.6796,0.5519,0.0624
14405,SMB,Santa Monica Mound 800,injector cores site 2,IC53,DR1251,IC53_DR1251,full geochem,1,13C-glucose_15N,12_15,12,13,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.3,414.1397,0.1925,11.1966,54.935,5.4522,0.0092,,,473.1004,0.8083,,0.7584,2.1676,0.5074,0.0825
14405,SMB,Santa Monica Mound 800,injector cores site 2,IC53,DR1251,IC53_DR1251,full geochem,1,13C-glucose_15N,12_15,13,14,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.3,414.1397,0.1925,11.1966,54.935,5.4522,0.0092,,,473.1004,0.8083,,0.7584,2.1676,0.5074,0.0825
14405,SMB,Santa Monica Mound 800,injector cores site 2,IC53,DR1251,IC53_DR1251,full geochem,1,13C-glucose_15N,12_15,14,15,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.3,414.1397,0.1925,11.1966,54.935,5.4522,0.0092,,,473.1004,0.8083,,0.7584,2.1676,0.5074,0.0825
14406,SMB,Santa Monica Mound 800,injector cores site 2,IC53,DR1251,IC53_DR1251,full geochem,1,13C-glucose_15N,15_18,15,16,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,412.4063,0.1869,11.2387,54.6045,5.5671,0.0129,,,469.8158,0.8077,,0.7558,2.2107,0.4584,0.0851
14406,SMB,Santa Monica Mound 800,injector cores site 2,IC53,DR1251,IC53_DR1251,full geochem,1,13C-glucose_15N,15_18,16,17,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,412.4063,0.1869,11.2387,54.6045,5.5671,0.0129,,,469.8158,0.8077,,0.7558,2.2107,0.4584,0.0851
14406,SMB,Santa Monica Mound 800,injector cores site 2,IC53,DR1251,IC53_DR1251,full geochem,1,13C-glucose_15N,15_18,17,18,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,412.4063,0.1869,11.2387,54.6045,5.5671,0.0129,,,469.8158,0.8077,,0.7558,2.2107,0.4584,0.0851
14247,SMB,Santa Monica Mound 800,injector cores site 2,IC8,DR1251,IC8_DR1251,13C-MeOH_15N,"full geochem, spun",412.898,0_1,0,1,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,2,0.2647,11.4335,54.0573,7.5347,0.012,,,471.6226,1.2673,,0.5358,11.8832,0.5783,0.0175,
14248,SMB,Santa Monica Mound 800,injector cores site 2,IC8,DR1251,IC8_DR1251,13C-MeOH_15N,"full geochem, spun",411.4887,1_2,1,2,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,2,0.2865,11.4919,53.712,6.7019,0.0144,,,470.9855,1.3865,,0.6361,6.5238,0.4477,0.0344,
14249,SMB,Santa Monica Mound 800,injector cores site 2,IC8,DR1251,IC8_DR1251,13C-MeOH_15N,"full geochem, spun",413.597,2_3,2,3,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,2,0.3134,11.4322,53.1748,6.4806,0.0104,,,473.8302,1.6384,,0.6626,4.793,0.4188,0.0392,
14250,SMB,Santa Monica Mound 800,injector cores site 2,IC8,DR1251,IC8_DR1251,13C-MeOH_15N,"full geochem, spun",413.1342,3_4,3,4,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,2,0.3731,11.0763,51.0407,6.2845,0.0108,,,467.042,1.9342,,0.659,4.4597,0.4683,0.0395,
14251,SMB,Santa Monica Mound 800,injector cores site 2,IC8,DR1251,IC8_DR1251,13C-MeOH_15N,"full geochem, spun",411.2365,4_5,4,5,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,2,0.3778,10.9474,50.3505,6.2143,0.0109,,0.0159,463.459,2.0001,,0.6758,3.8957,0.4817,0.0416,
14252,SMB,Santa Monica Mound 800,injector cores site 2,IC8,DR1251,IC8_DR1251,13C-MeOH_15N,"full geochem, spun",411.5145,5_6,5,6,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,2,0.3219,11.2721,51.6861,6.2268,0.0132,,,466.3386,1.7312,,0.6965,3.6495,0.46,0.0364,
14253,SMB,Santa Monica Mound 800,injector cores site 2,IC8,DR1251,IC8_DR1251,13C-MeOH_15N,"full geochem, spun",413.2948,6_9,6,7,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,2,0.2491,11.6085,53.9692,6.5693,0.0102,,,471.4536,1.0808,,0.7629,3.3976,0.5316,0.0362,
14253,SMB,Santa Monica Mound 800,injector cores site 2,IC8,DR1251,IC8_DR1251,13C-MeOH_15N,"full geochem, spun",413.2948,6_9,7,8,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,2,0.2491,11.6085,53.9692,6.5693,0.0102,,,471.4536,1.0808,,0.7629,3.3976,0.5316,0.0362,
