Serial_Number,Location,Region,Site,Core,Dive,Cylinder,Notes,Replicate,Amendment,Horizon,start_depth,final_depth,auv_depth,Heading,Latitude_deg,Longitude_deg,Latitude_rel_deg,Longitude_rel_deg,Latitude_rel_cm,Longitude_rel_cm,Ph,Sodium,Ammonium,Potassium,Magnesium,Calcium,Fluoride,Lactate_Area,Acetate,Chloride,Bromide,Nitrate,Carbonate,Sulfate,Thiosulfate,Fumarate_Area
14373,SMB,Santa Monica Mound 800,injector cores site 2,IC26,DR1251,IC26_DR1251,full geochem,2,13C-HCO3_15N,6_9,6,7,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,407.4676,0.2295,10.9193,54.0117,6.1035,0.0105,,,465.6084,1.1529,,0.7008,3.6164,0.3951,0.0683
14373,SMB,Santa Monica Mound 800,injector cores site 2,IC26,DR1251,IC26_DR1251,full geochem,2,13C-HCO3_15N,6_9,7,8,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,407.4676,0.2295,10.9193,54.0117,6.1035,0.0105,,,465.6084,1.1529,,0.7008,3.6164,0.3951,0.0683
14373,SMB,Santa Monica Mound 800,injector cores site 2,IC26,DR1251,IC26_DR1251,full geochem,2,13C-HCO3_15N,6_9,8,9,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,407.4676,0.2295,10.9193,54.0117,6.1035,0.0105,,,465.6084,1.1529,,0.7008,3.6164,0.3951,0.0683
14374,SMB,Santa Monica Mound 800,injector cores site 2,IC26,DR1251,IC26_DR1251,full geochem,2,13C-HCO3_15N,9_12,9,10,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,409.3925,0.1971,10.9582,54.8576,6.162,0.0104,,,467.1187,0.8156,,0.7309,2.8968,0.2615,0.0334
14374,SMB,Santa Monica Mound 800,injector cores site 2,IC26,DR1251,IC26_DR1251,full geochem,2,13C-HCO3_15N,9_12,10,11,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,409.3925,0.1971,10.9582,54.8576,6.162,0.0104,,,467.1187,0.8156,,0.7309,2.8968,0.2615,0.0334
14374,SMB,Santa Monica Mound 800,injector cores site 2,IC26,DR1251,IC26_DR1251,full geochem,2,13C-HCO3_15N,9_12,11,12,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,409.3925,0.1971,10.9582,54.8576,6.162,0.0104,,,467.1187,0.8156,,0.7309,2.8968,0.2615,0.0334
14375,SMB,Santa Monica Mound 800,injector cores site 2,IC26,DR1251,IC26_DR1251,full geochem,2,13C-HCO3_15N,12_15,12,13,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,410.1866,0.1954,11.1496,54.6893,6.0384,0.011,,,465.4451,0.8135,0.031,0.7047,3.5794,0.5488,0.0811
14375,SMB,Santa Monica Mound 800,injector cores site 2,IC26,DR1251,IC26_DR1251,full geochem,2,13C-HCO3_15N,12_15,13,14,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,410.1866,0.1954,11.1496,54.6893,6.0384,0.011,,,465.4451,0.8135,0.031,0.7047,3.5794,0.5488,0.0811
14375,SMB,Santa Monica Mound 800,injector cores site 2,IC26,DR1251,IC26_DR1251,full geochem,2,13C-HCO3_15N,12_15,14,15,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.7,410.1866,0.1954,11.1496,54.6893,6.0384,0.011,,,465.4451,0.8135,0.031,0.7047,3.5794,0.5488,0.0811
14376,SMB,Santa Monica Mound 800,injector cores site 2,IC26,DR1251,IC26_DR1251,full geochem,2,13C-HCO3_15N,15_18,15,16,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,407.7513,0.187,11.3006,54.1528,5.7464,0.0116,,,461.6461,0.8217,,0.7221,2.5942,0.4346,0.0746
14376,SMB,Santa Monica Mound 800,injector cores site 2,IC26,DR1251,IC26_DR1251,full geochem,2,13C-HCO3_15N,15_18,16,17,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,407.7513,0.187,11.3006,54.1528,5.7464,0.0116,,,461.6461,0.8217,,0.7221,2.5942,0.4346,0.0746
14376,SMB,Santa Monica Mound 800,injector cores site 2,IC26,DR1251,IC26_DR1251,full geochem,2,13C-HCO3_15N,15_18,17,18,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,407.7513,0.187,11.3006,54.1528,5.7464,0.0116,,,461.6461,0.8217,,0.7221,2.5942,0.4346,0.0746
14337,SMB,Santa Monica Mound 800,injector cores site 2,IC23,DR1251,IC23_DR1251,full geochem,3,13C-HCO3_15N,0_1,0,1,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,410.0625,0.2848,10.4913,55.0031,9.4626,0.0073,,,462.9014,1.1574,0.0533,0.4175,19.5912,0.1835,0.0122
14338,SMB,Santa Monica Mound 800,injector cores site 2,IC23,DR1251,IC23_DR1251,full geochem,3,13C-HCO3_15N,1_2,1,2,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,409.6576,0.2576,10.7001,54.5862,8.5467,0.0108,,,464.4531,1.1711,0.0345,0.5097,15.067,0.1692,0.0266
14339,SMB,Santa Monica Mound 800,injector cores site 2,IC23,DR1251,IC23_DR1251,full geochem,3,13C-HCO3_15N,2_3,2,3,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,407.4687,0.2376,10.9084,54.4461,6.8105,0.0116,,,463.9361,1.0806,0.0506,0.61,8.0585,0.2728,0.0325
14340,SMB,Santa Monica Mound 800,injector cores site 2,IC23,DR1251,IC23_DR1251,full geochem,3,13C-HCO3_15N,3_4,3,4,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,407.8424,0.2169,10.8187,54.4978,6.4495,0.0101,,0.0199,464.8814,1.0729,0.0315,0.6537,5.7966,0.4061,0.0363
14341,SMB,Santa Monica Mound 800,injector cores site 2,IC23,DR1251,IC23_DR1251,full geochem,3,13C-HCO3_15N,4_5,4,5,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,407.0684,0.252,10.8692,53.7192,6.2406,0.011,,,462.2902,1.2241,,0.6497,5.124,0.4728,0.0475
14342,SMB,Santa Monica Mound 800,injector cores site 2,IC23,DR1251,IC23_DR1251,full geochem,3,13C-HCO3_15N,5_6,5,6,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,407.4764,0.2355,10.9602,53.3066,6.1401,0.0051,,,462.0824,1.1956,,0.6732,4.3664,0.5534,0.0715
14343,SMB,Santa Monica Mound 800,injector cores site 2,IC23,DR1251,IC23_DR1251,full geochem,3,13C-HCO3_15N,6_9,6,7,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,408.6553,0.2007,10.9209,54.4863,5.9867,0.0127,,,467.8789,0.9709,,0.7127,3.0351,0.3755,0.0504
14343,SMB,Santa Monica Mound 800,injector cores site 2,IC23,DR1251,IC23_DR1251,full geochem,3,13C-HCO3_15N,6_9,7,8,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,408.6553,0.2007,10.9209,54.4863,5.9867,0.0127,,,467.8789,0.9709,,0.7127,3.0351,0.3755,0.0504
14343,SMB,Santa Monica Mound 800,injector cores site 2,IC23,DR1251,IC23_DR1251,full geochem,3,13C-HCO3_15N,6_9,8,9,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,408.6553,0.2007,10.9209,54.4863,5.9867,0.0127,,,467.8789,0.9709,,0.7127,3.0351,0.3755,0.0504
14344,SMB,Santa Monica Mound 800,injector cores site 2,IC23,DR1251,IC23_DR1251,full geochem,3,13C-HCO3_15N,9_12,9,10,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.3,408.9826,0.1754,11.004,54.6925,6.1269,0.0081,,,467.0131,0.8014,0.0688,0.7395,2.697,0.4693,0.0618
14344,SMB,Santa Monica Mound 800,injector cores site 2,IC23,DR1251,IC23_DR1251,full geochem,3,13C-HCO3_15N,9_12,10,11,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.3,408.9826,0.1754,11.004,54.6925,6.1269,0.0081,,,467.0131,0.8014,0.0688,0.7395,2.697,0.4693,0.0618
14344,SMB,Santa Monica Mound 800,injector cores site 2,IC23,DR1251,IC23_DR1251,full geochem,3,13C-HCO3_15N,9_12,11,12,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.3,408.9826,0.1754,11.004,54.6925,6.1269,0.0081,,,467.0131,0.8014,0.0688,0.7395,2.697,0.4693,0.0618
14345,SMB,Santa Monica Mound 800,injector cores site 2,IC23,DR1251,IC23_DR1251,full geochem,3,13C-HCO3_15N,12_15,12,13,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,408.3876,0.1675,11.0424,54.5698,6.081,0.0097,,,464.1218,0.8111,,0.7338,3.0567,0.501,0.0705
14345,SMB,Santa Monica Mound 800,injector cores site 2,IC23,DR1251,IC23_DR1251,full geochem,3,13C-HCO3_15N,12_15,13,14,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,408.3876,0.1675,11.0424,54.5698,6.081,0.0097,,,464.1218,0.8111,,0.7338,3.0567,0.501,0.0705
14345,SMB,Santa Monica Mound 800,injector cores site 2,IC23,DR1251,IC23_DR1251,full geochem,3,13C-HCO3_15N,12_15,14,15,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,408.3876,0.1675,11.0424,54.5698,6.081,0.0097,,,464.1218,0.8111,,0.7338,3.0567,0.501,0.0705
14346,SMB,Santa Monica Mound 800,injector cores site 2,IC23,DR1251,IC23_DR1251,full geochem,3,13C-HCO3_15N,15_18,15,16,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,411.4799,0.1594,11.1551,54.3318,6.0237,0.0119,,,469.3979,0.8076,,0.7366,3.3845,0.6113,0.074
14346,SMB,Santa Monica Mound 800,injector cores site 2,IC23,DR1251,IC23_DR1251,full geochem,3,13C-HCO3_15N,15_18,16,17,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,411.4799,0.1594,11.1551,54.3318,6.0237,0.0119,,,469.3979,0.8076,,0.7366,3.3845,0.6113,0.074
14346,SMB,Santa Monica Mound 800,injector cores site 2,IC23,DR1251,IC23_DR1251,full geochem,3,13C-HCO3_15N,15_18,17,18,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,411.4799,0.1594,11.1551,54.3318,6.0237,0.0119,,,469.3979,0.8076,,0.7366,3.3845,0.6113,0.074
14377,SMB,Santa Monica Mound 800,injector cores site 2,IC27,DR1251,IC27_DR1251,full geochem,4,13C-HCO3_15N,0_1,0,1,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,411.249,0.4678,10.6321,54.1431,7.5768,0.0095,,,463.6263,1.511,0.0704,0.5485,12.7441,0.2647,0.0251
14378,SMB,Santa Monica Mound 800,injector cores site 2,IC27,DR1251,IC27_DR1251,full geochem,4,13C-HCO3_15N,1_2,1,2,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,408.0568,0.309,10.7899,54.6006,6.6709,0.0104,,,463.6695,1.1664,0.0492,0.6371,7.8105,0.3019,0.0329
14379,SMB,Santa Monica Mound 800,injector cores site 2,IC27,DR1251,IC27_DR1251,full geochem,4,13C-HCO3_15N,2_3,2,3,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,410.1068,0.3162,10.7778,54.5209,6.5926,0.0102,,,466.6124,1.2243,0.0486,0.6684,6.2126,0.2649,0.0328
14380,SMB,Santa Monica Mound 800,injector cores site 2,IC27,DR1251,IC27_DR1251,full geochem,4,13C-HCO3_15N,3_4,3,4,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,409.881,0.3059,10.7061,54.2459,6.153,0.0099,,,465.162,1.335,,0.697,4.4442,0.4733,0.0543
14381,SMB,Santa Monica Mound 800,injector cores site 2,IC27,DR1251,IC27_DR1251,full geochem,4,13C-HCO3_15N,4_5,4,5,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,407.7905,0.3129,10.5179,52.8678,5.8591,0.009,,,460.9551,1.4963,,0.7157,3.4348,0.5856,0.0306
14382,SMB,Santa Monica Mound 800,injector cores site 2,IC27,DR1251,IC27_DR1251,full geochem,4,13C-HCO3_15N,5_6,5,6,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,408.2789,0.3069,10.7783,52.9026,6.0358,0.0106,,,461.9319,1.4731,,0.7165,3.3324,0.5897,0.0687
14383,SMB,Santa Monica Mound 800,injector cores site 2,IC27,DR1251,IC27_DR1251,full geochem,4,13C-HCO3_15N,6_9,6,7,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,408.2396,0.2585,10.8094,53.9599,6.0968,0.0087,,,463.6791,1.3477,,0.7287,2.9848,0.4184,0.0476
14383,SMB,Santa Monica Mound 800,injector cores site 2,IC27,DR1251,IC27_DR1251,full geochem,4,13C-HCO3_15N,6_9,7,8,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,408.2396,0.2585,10.8094,53.9599,6.0968,0.0087,,,463.6791,1.3477,,0.7287,2.9848,0.4184,0.0476
14383,SMB,Santa Monica Mound 800,injector cores site 2,IC27,DR1251,IC27_DR1251,full geochem,4,13C-HCO3_15N,6_9,8,9,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,408.2396,0.2585,10.8094,53.9599,6.0968,0.0087,,,463.6791,1.3477,,0.7287,2.9848,0.4184,0.0476
14384,SMB,Santa Monica Mound 800,injector cores site 2,IC27,DR1251,IC27_DR1251,full geochem,4,13C-HCO3_15N,9_12,9,10,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,409.4303,0.2387,10.9058,54.7896,6.1994,0.0082,,,464.9548,0.8302,,0.7534,2.9237,0.5693,0.0779
14384,SMB,Santa Monica Mound 800,injector cores site 2,IC27,DR1251,IC27_DR1251,full geochem,4,13C-HCO3_15N,9_12,10,11,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,409.4303,0.2387,10.9058,54.7896,6.1994,0.0082,,,464.9548,0.8302,,0.7534,2.9237,0.5693,0.0779
14384,SMB,Santa Monica Mound 800,injector cores site 2,IC27,DR1251,IC27_DR1251,full geochem,4,13C-HCO3_15N,9_12,11,12,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,409.4303,0.2387,10.9058,54.7896,6.1994,0.0082,,,464.9548,0.8302,,0.7534,2.9237,0.5693,0.0779
14385,SMB,Santa Monica Mound 800,injector cores site 2,IC27,DR1251,IC27_DR1251,full geochem,4,13C-HCO3_15N,12_15,12,13,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,408.9323,0.2326,10.9294,54.6191,6.0376,0.0081,,,465.3372,0.8102,,0.7552,2.7412,0.5697,0.0711
14385,SMB,Santa Monica Mound 800,injector cores site 2,IC27,DR1251,IC27_DR1251,full geochem,4,13C-HCO3_15N,12_15,13,14,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,408.9323,0.2326,10.9294,54.6191,6.0376,0.0081,,,465.3372,0.8102,,0.7552,2.7412,0.5697,0.0711
14385,SMB,Santa Monica Mound 800,injector cores site 2,IC27,DR1251,IC27_DR1251,full geochem,4,13C-HCO3_15N,12_15,14,15,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,408.9323,0.2326,10.9294,54.6191,6.0376,0.0081,,,465.3372,0.8102,,0.7552,2.7412,0.5697,0.0711
14386,SMB,Santa Monica Mound 800,injector cores site 2,IC27,DR1251,IC27_DR1251,full geochem,4,13C-HCO3_15N,15_18,15,16,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,410.1486,0.2201,11.1288,54.5142,5.8761,0.0074,,,467.8476,0.8092,0.038,0.7594,2.7499,0.6661,0.0888
14386,SMB,Santa Monica Mound 800,injector cores site 2,IC27,DR1251,IC27_DR1251,full geochem,4,13C-HCO3_15N,15_18,16,17,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,410.1486,0.2201,11.1288,54.5142,5.8761,0.0074,,,467.8476,0.8092,0.038,0.7594,2.7499,0.6661,0.0888
14386,SMB,Santa Monica Mound 800,injector cores site 2,IC27,DR1251,IC27_DR1251,full geochem,4,13C-HCO3_15N,15_18,17,18,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,410.1486,0.2201,11.1288,54.5142,5.8761,0.0074,,,467.8476,0.8092,0.038,0.7594,2.7499,0.6661,0.0888
14347,SMB,Santa Monica Mound 800,injector cores site 2,IC24,DR1251,IC24_DR1251,full geochem,5,13C-HCO3_15N,0_1,0,1,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,413.3408,0.4614,10.6708,55.245,9.674,0.009,,0.1442,469.3154,1.2908,0.0344,0.4349,19.7152,0.1381,0.0312
14348,SMB,Santa Monica Mound 800,injector cores site 2,IC24,DR1251,IC24_DR1251,full geochem,5,13C-HCO3_15N,1_2,1,2,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,410.1382,0.4416,10.7317,54.9561,7.7346,0.0073,,0.1685,467.6394,1.3031,,0.5731,11.4294,0.1965,0.0268
14349,SMB,Santa Monica Mound 800,injector cores site 2,IC24,DR1251,IC24_DR1251,full geochem,5,13C-HCO3_15N,2_3,2,3,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,409.7416,0.9803,10.8014,54.0866,7.4137,0.012,,1.0187,466.066,1.4631,,0.6107,9.5131,0.2273,0.0366
14350,SMB,Santa Monica Mound 800,injector cores site 2,IC24,DR1251,IC24_DR1251,full geochem,5,13C-HCO3_15N,3_4,3,4,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,409.7986,0.8725,10.9623,53.461,6.683,0.0108,,0.6365,467.9929,1.6503,,0.6714,6.2,0.3524,0.0364
14351,SMB,Santa Monica Mound 800,injector cores site 2,IC24,DR1251,IC24_DR1251,full geochem,5,13C-HCO3_15N,4_5,4,5,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.6,408.9928,0.4072,10.4308,51.0731,6.1535,0.0123,,,461.6425,1.9444,,0.6582,4.9254,0.4499,0.0609
14352,SMB,Santa Monica Mound 800,injector cores site 2,IC24,DR1251,IC24_DR1251,full geochem,5,13C-HCO3_15N,5_6,5,6,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,408.6861,0.4017,10.5447,52.124,6.1569,0.0114,,0.0089,461.448,1.802,,0.6935,4.2485,0.4679,0.0643
14353,SMB,Santa Monica Mound 800,injector cores site 2,IC24,DR1251,IC24_DR1251,full geochem,5,13C-HCO3_15N,6_9,6,7,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,408.2159,0.2836,10.8402,54.5157,6.3675,0.0102,,,465.0627,1.0807,,0.7459,3.4286,0.5331,0.0743
14353,SMB,Santa Monica Mound 800,injector cores site 2,IC24,DR1251,IC24_DR1251,full geochem,5,13C-HCO3_15N,6_9,7,8,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,408.2159,0.2836,10.8402,54.5157,6.3675,0.0102,,,465.0627,1.0807,,0.7459,3.4286,0.5331,0.0743
14353,SMB,Santa Monica Mound 800,injector cores site 2,IC24,DR1251,IC24_DR1251,full geochem,5,13C-HCO3_15N,6_9,8,9,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,408.2159,0.2836,10.8402,54.5157,6.3675,0.0102,,,465.0627,1.0807,,0.7459,3.4286,0.5331,0.0743
14354,SMB,Santa Monica Mound 800,injector cores site 2,IC24,DR1251,IC24_DR1251,full geochem,5,13C-HCO3_15N,9_12,9,10,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.3,410.1631,0.2456,10.9943,54.8684,6.5057,0.0096,,,468.698,0.8189,,0.78,2.7395,0.4004,0.0601
14354,SMB,Santa Monica Mound 800,injector cores site 2,IC24,DR1251,IC24_DR1251,full geochem,5,13C-HCO3_15N,9_12,10,11,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.3,410.1631,0.2456,10.9943,54.8684,6.5057,0.0096,,,468.698,0.8189,,0.78,2.7395,0.4004,0.0601
14354,SMB,Santa Monica Mound 800,injector cores site 2,IC24,DR1251,IC24_DR1251,full geochem,5,13C-HCO3_15N,9_12,11,12,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.3,410.1631,0.2456,10.9943,54.8684,6.5057,0.0096,,,468.698,0.8189,,0.78,2.7395,0.4004,0.0601
14355,SMB,Santa Monica Mound 800,injector cores site 2,IC24,DR1251,IC24_DR1251,full geochem,5,13C-HCO3_15N,12_15,12,13,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,410.3056,0.2515,11.0773,54.6163,6.3244,0.0112,,0.0037,467.5665,0.8096,,0.7454,3.0931,0.655,0.0713
14355,SMB,Santa Monica Mound 800,injector cores site 2,IC24,DR1251,IC24_DR1251,full geochem,5,13C-HCO3_15N,12_15,13,14,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,410.3056,0.2515,11.0773,54.6163,6.3244,0.0112,,0.0037,467.5665,0.8096,,0.7454,3.0931,0.655,0.0713
14355,SMB,Santa Monica Mound 800,injector cores site 2,IC24,DR1251,IC24_DR1251,full geochem,5,13C-HCO3_15N,12_15,14,15,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.4,410.3056,0.2515,11.0773,54.6163,6.3244,0.0112,,0.0037,467.5665,0.8096,,0.7454,3.0931,0.655,0.0713
14356,SMB,Santa Monica Mound 800,injector cores site 2,IC24,DR1251,IC24_DR1251,full geochem,5,13C-HCO3_15N,15_18,15,16,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,412.0242,0.2312,11.0508,54.9082,6.3378,0.011,,,468.9699,0.8104,0.0317,0.7731,2.8695,0.6142,0.0574
14356,SMB,Santa Monica Mound 800,injector cores site 2,IC24,DR1251,IC24_DR1251,full geochem,5,13C-HCO3_15N,15_18,16,17,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,412.0242,0.2312,11.0508,54.9082,6.3378,0.011,,,468.9699,0.8104,0.0317,0.7731,2.8695,0.6142,0.0574
14356,SMB,Santa Monica Mound 800,injector cores site 2,IC24,DR1251,IC24_DR1251,full geochem,5,13C-HCO3_15N,15_18,17,18,805.7,199,33.799293,-118.646488,0.89511,0.021852,9935721,242557.2,7.5,412.0242,0.2312,11.0508,54.9082,6.3378,0.011,,,468.9699,0.8104,0.0317,0.7731,2.8695,0.6142,0.0574
13931,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,PC64,DR1248,PC64_DR1248,background,"full geochem, HS film",412.7234,0_1,0,1,805.6,325,33.799624,-118.646914,0.895441,0.021426,9939395.1,237828.6,1,0.1256,10.6406,56.4545,8.9471,0.005,,,471.8598,0.8094,,0.5307,15.4301,0.1044,0.0163,
13932,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,PC64,DR1248,PC64_DR1248,background,"full geochem, HS film",412.6837,1_2,1,2,805.6,325,33.799624,-118.646914,0.895441,0.021426,9939395.1,237828.6,1,0.1766,10.8278,56.4938,6.6905,0.0014,,,474.7174,0.8129,,0.6371,8.4516,0.3996,0.0456,
13933,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,PC64,DR1248,PC64_DR1248,background,"full geochem, HS film",411.8237,2_3,2,3,805.6,325,33.799624,-118.646914,0.895441,0.021426,9939395.1,237828.6,1,0.2176,11.0993,56.0541,4.998,,,,471.1443,0.81,,0.6729,4.7762,0.9591,0.0881,
13934,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,PC64,DR1248,PC64_DR1248,background,"full geochem, HS film",409.6075,3_4,3,4,805.6,325,33.799624,-118.646914,0.895441,0.021426,9939395.1,237828.6,1,0.2178,11.3694,55.5299,4.6563,,0.0022,,466.9402,0.8047,0.0839,0.696,2.8257,0.6808,0.0592,
13935,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,PC64,DR1248,PC64_DR1248,background,"full geochem, HS film",412.7379,4_5,4,5,805.6,325,33.799624,-118.646914,0.895441,0.021426,9939395.1,237828.6,1,0.2018,11.1615,55.4475,4.4561,,,,473.7703,0.8126,,0.6844,4.1349,0.954,0.09,
13936,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,PC64,DR1248,PC64_DR1248,background,"full geochem, HS film",411.6058,5_6,5,6,805.6,325,33.799624,-118.646914,0.895441,0.021426,9939395.1,237828.6,1,0.2019,11.2767,55.1792,4.2867,,,,471.0087,0.8131,0.0334,0.6673,4.199,0.8811,0.0695,
13937,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,PC64,DR1248,PC64_DR1248,background,"full geochem, HS film",412.5614,6_9,6,7,805.6,325,33.799624,-118.646914,0.895441,0.021426,9939395.1,237828.6,1,0.1817,11.2345,55.3959,3.6227,0.0004,,,473.538,0.8102,0.0334,0.7009,2.6645,0.7964,0.0643,
13937,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,PC64,DR1248,PC64_DR1248,background,"full geochem, HS film",412.5614,6_9,7,8,805.6,325,33.799624,-118.646914,0.895441,0.021426,9939395.1,237828.6,1,0.1817,11.2345,55.3959,3.6227,0.0004,,,473.538,0.8102,0.0334,0.7009,2.6645,0.7964,0.0643,
13937,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,PC64,DR1248,PC64_DR1248,background,"full geochem, HS film",412.5614,6_9,8,9,805.6,325,33.799624,-118.646914,0.895441,0.021426,9939395.1,237828.6,1,0.1817,11.2345,55.3959,3.6227,0.0004,,,473.538,0.8102,0.0334,0.7009,2.6645,0.7964,0.0643,
14214,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC33,DR1251,IC33_DR1251,full geochem,1,label_noN,0_1,0,1,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,7.9,413.2941,0.1088,10.5267,55.0175,8.9151,0.0057,,,473.3861,1.3246,0.0272,0.6882,9.9183,0.1638,0.0216
14215,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC33,DR1251,IC33_DR1251,full geochem,1,label_noN,1_2,1,2,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,8,408.2042,0.1509,10.2661,53.0985,7.1292,0.0021,0.0012,,467.1013,1.6442,0.0347,0.7564,4.1825,0.3667,0.0432
14216,SMB,Santa Monica Mound 800,Santa Monica mounds 800m site 1,IC33,DR1251,IC33_DR1251,full geochem,1,label_noN,2_3,2,3,806.2,305,33.799622,-118.646916,0.895439,0.021424,9939372.9,237806.4,8.1,404.8572,0.1621,10.0614,51.8041,6.5235,,,,457.4625,1.7231,0.0282,0.7765,2.8341,0.3157,0.0319
